unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri"7C2D0700-8627-4963-E053-6B04A8C07B97","460000","2018-11-19","OX1 1JS","T","N","F","","7","WOODBINE PLACE","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/7C2D0700-8627-4963-E053-6B04A8C07B97/current"
"8CAC1318-952D-0253-E053-6B04A8C08E51","360000","2019-05-28","OX1 4UU","T","N","F","","35","WEIRS LANE","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8CAC1318-952D-0253-E053-6B04A8C08E51/current"
"7C2D0700-831A-4963-E053-6B04A8C07B97","509000","2018-10-29","OX1 4UX","S","N","F","","7","FOX CRESCENT","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/7C2D0700-831A-4963-E053-6B04A8C07B97/current"
"7011B109-BCBA-8ED6-E053-6B04A8C075C1","300000","2018-06-15","OX1 4UX","S","N","F","","8","FOX CRESCENT","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/7011B109-BCBA-8ED6-E053-6B04A8C075C1/current"
"666758D7-3095-3363-E053-6B04A8C0D74E","310000","2018-02-05","OX1 4UX","S","N","F","","38","FOX CRESCENT","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/666758D7-3095-3363-E053-6B04A8C0D74E/current"
"7011B109-BC8D-8ED6-E053-6B04A8C075C1","320000","2018-06-22","OX1 4UY","T","N","F","","36","CHATHAM ROAD","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/7011B109-BC8D-8ED6-E053-6B04A8C075C1/current"
"7E86B6FB-332A-458C-E053-6B04A8C0C84C","360000","2018-11-15","OX1 4XA","S","N","F","","47","CANNING CRESCENT","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/7E86B6FB-332A-458C-E053-6B04A8C0C84C/current"
"79A74E22-004C-1289-E053-6B04A8C01627","330000","2018-10-12","OX1 4XB","S","N","F","","6","CANNING CRESCENT","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/79A74E22-004C-1289-E053-6B04A8C01627/current"
"6B32222C-8D17-01F1-E053-6C04A8C0D2C8","316000","2018-03-16","OX1 4XH","D","N","F","","6","BERTIE PLACE","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/6B32222C-8D17-01F1-E053-6C04A8C0D2C8/current"
"75050A85-8827-9A88-E053-6B04A8C02390","530000","2018-06-29","OX1 4XX","T","N","F","","4","ISIS CLOSE","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/75050A85-8827-9A88-E053-6B04A8C02390/current"
"8CAC1318-9557-0253-E053-6B04A8C08E51","391000","2019-05-17","OX1 5AD","S","N","F","","13","ROSS COURT","KENNINGTON","OXFORD","VALE OF WHITE HORSE","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8CAC1318-9557-0253-E053-6B04A8C08E51/current"
